0.2656	0.5094
0.5833	0.9921
0.9977	1.2774
1.2888	1.4959
1.7210	2.0415
1.8218	2.2546
2.2583	2.5190
2.5382	2.7511
2.7895	3.0133
2.8600	3.2385
3.0337	3.4982
3.0377	3.8477
3.9040	4.1883
4.2620	4.5432
4.5669	4.8209
4.6405	7.1987
5.6748	7.4411
6.0630	7.8252
6.6159	8.1037
7.5918	8.3072
7.8762	8.5396
8.1664	8.7565
8.3308	9.0869
8.7179	9.3322
9.0569	9.6855
9.7804	10.1071
10.1223	10.4327
10.4337	10.6523
10.4859	10.8957
10.9350	11.1827
11.2013	11.4643
11.5565	11.9969
11.7873	12.2659
12.1375	12.5998
12.3170	13.0471
12.4205	13.3413
12.6980	13.8378
13.4349	14.0384
13.4635	14.2505
13.8384	14.4551
14.0219	14.9529
14.0487	15.1837
14.3825	15.6097
14.4845	15.8395
15.1578	16.1917
15.6512	16.5363
15.6921	16.7756
15.8746	17.2246
16.2574	17.4740
17.2311	17.7328
17.5538	17.9747
18.1071	18.3090
18.2090	18.5656
18.7996	19.0174
18.9532	19.2266
19.1809	19.4708
19.2685	20.0720
20.1372	20.4353
20.2737	20.6476
20.7525	20.9754
20.8646	21.1966
21.0921	21.5589
21.6174	21.8452
21.8546	22.1072
21.8981	22.3833
22.1170	22.5943
22.4300	22.8344
22.6504	23.1350
22.8815	23.3394
23.1524	23.5575
23.2327	23.7989
23.6080	24.0315
23.6857	24.3275
23.8250	24.5351
24.3335	24.7484
24.6527	24.9939
24.7811	25.5247
24.9023	25.7393
25.8707	26.0750
26.1485	26.5678
26.3718	26.7908
26.5114	27.0106
27.3758	27.8696
27.8942	28.0990
28.0325	28.3067
28.3308	28.9733
28.9384	29.2686
29.0741	29.8685
29.2951	30.1149
29.6189	30.3369
30.4536	30.9506
31.0052	31.2668
31.3674	31.6788
31.6398	31.9533
31.7333	32.2488
31.9745	32.5120
32.3858	32.7752
32.5266	32.9789
32.9953	33.4417
33.6038	33.8419
34.0185	34.9070
