0.6109	0.8271
1.1295	1.8153
1.4887	2.0339
1.7798	2.3163
1.9032	2.9969
2.0485	3.2481
2.3456	3.6582
2.8644	4.1925
3.0184	4.4741
3.3525	4.7206
4.1840	4.9501
5.3736	5.7071
5.8081	6.0507
6.0536	6.3534
6.5300	6.7611
6.8276	7.1532
7.3393	7.7014
8.0546	8.6301
8.6655	8.8819
9.1825	9.4174
9.4524	9.7177
10.8202	11.0440
11.1581	11.5693
12.5928	12.9279
13.0326	13.2973
13.2817	13.5044
13.3506	14.0617
13.6710	14.2722
14.5730	14.8504
15.7856	16.0003
16.0173	16.6048
16.0805	16.8780
16.4039	17.1368
16.6149	17.3648
17.0468	17.5939
17.2122	17.8930
17.4797	18.1246
17.9817	18.3792
18.1128	18.6146
18.3857	18.8389
18.4286	19.1149
18.6593	19.5108
18.8062	20.0118
19.0649	20.2365
19.2124	20.5558
19.8284	20.8208
19.9799	21.1135
20.1778	21.3169
20.5561	21.8513
20.8965	22.1267
20.9674	22.5896
21.5780	22.8014
21.9232	23.0029
22.4300	23.2376
22.8338	23.6318
23.0421	23.8779
23.2304	24.5905
23.5530	24.8074
23.7179	25.2681
24.1152	25.5580
24.8140	25.8584
25.4715	26.1605
25.8890	26.4678
26.1874	26.7987
26.3166	27.2430
26.8900	27.5953
27.0167	28.0572
27.7299	28.2585
27.8269	28.8873
28.3770	29.0940
29.0317	29.3114
29.3816	29.6210
29.8778	30.6527
30.7342	30.9596
30.9060	31.1986
32.1085	32.3442
32.6440	32.8490
32.8702	33.0814
33.3298	33.8737
33.8054	34.1089
34.3832	34.6400
34.7931	35.3356
34.9448	35.5637
35.4129	35.8104
35.8271	36.0648
35.9116	36.5157
36.2710	36.7375
36.5377	36.9743
36.5635	37.8008
36.8552	38.0919
37.8285	38.3009
38.5049	38.7497
38.5051	39.0277
38.5245	39.3090
38.8134	39.6393
39.4271	40.0278
39.9394	40.2376
40.2202	40.4960
40.4242	40.7035
40.9551	41.3059
41.5015	41.7266
41.9542	42.2312
43.3096	43.6888
44.0696	44.2997
44.8395	45.0608
45.1199	45.3775
45.6110	45.8254
46.0914	46.3237
46.4141	46.6477
46.9833	47.2259
47.3357	47.6523
47.8421	48.1073
48.1247	48.8352
49.0872	49.3723
49.3798	49.7152
50.2515	50.4983
50.5405	50.7633
50.7901	51.0673
51.8862	52.2962
52.3151	52.6204
52.6324	52.8884
52.8655	53.1102
53.1140	53.7159
53.4009	53.9249
53.9721	54.2251
54.4712	54.7015
55.0624	55.4922
55.5786	56.0028
56.2931	56.6331
56.7143	56.9169
57.1246	57.3853
57.2407	57.5986
58.5685	58.7730
58.9196	59.1338
59.1643	59.4482
59.5267	59.7955
59.8286	60.2286
60.6998	60.9342
62.7114	62.9706
62.8439	63.1728
63.0556	63.4449
63.1801	64.0064
64.1550	64.4669
64.5131	64.7605
64.8289	65.0312
64.8538	65.3050
65.0883	65.8942
65.5821	66.2844
65.9413	66.5239
66.5113	66.7457
67.4439	67.7326
67.8182	68.0323
68.0378	68.2985
68.3942	68.7849
68.4103	71.5269
69.5910	71.7738
70.3723	72.6910
71.1427	72.8967
73.2104	73.4118
73.4270	73.6605
73.9705	74.9259
74.1704	75.1381
74.7520	75.4660
75.0329	75.6722
75.2578	75.9297
75.3533	76.1366
75.7964	76.3474
75.8710	77.0602
76.1861	77.2960
76.4508	77.5092
77.3019	78.2186
77.5925	78.9821
78.2631	79.2723
79.1210	79.4914
79.6904	79.9406
80.3650	80.5966
80.7017	80.9932
81.0254	82.2263
81.5189	82.4476
82.6151	82.8299
82.8505	83.0759
83.5027	83.8033
84.6102	85.0465
86.0649	86.3679
86.7073	86.9073
87.2299	87.4591
87.6611	87.9285
88.0136	88.5110
88.4053	88.8652
88.9852	89.1871
88.9864	89.3911
90.0499	90.4395
90.1677	90.6711
90.4403	92.4936
90.8861	92.8972
91.1121	93.1180
91.3094	93.3284
92.4088	93.5563
92.5502	93.8655
93.4159	94.1328
93.5981	94.3980
93.7344	94.6009
93.8663	94.8568
95.7284	95.9441
95.9898	96.2791
96.4157	96.6532
96.5201	97.1628
96.7976	97.4177
97.4644	97.7866
98.1209	98.3342
98.4513	98.6867
98.8036	99.0167
99.1089	99.3337
99.4174	99.8939
100.2172	100.5513
100.4913	100.7975
100.5617	101.4766
100.9402	101.7175
101.6100	101.9740
101.9029	102.1911
102.9207	103.1230
103.1389	103.3412
104.0540	104.2595
104.4799	104.7055
104.7292	104.9457
105.0308	105.2468
105.2644	105.5316
105.5372	105.8833
105.6547	106.2728
106.2226	106.7399
106.4192	107.0113
107.1009	107.3444
108.3425	108.6184
108.9562	109.2642
109.6430	109.9536
110.0217	110.2687
110.2706	110.5654
111.4103	111.7489
111.8834	112.4776
112.5621	112.7943
113.1717	113.4843
114.0393	114.2494
114.3169	114.5180
114.6721	114.8741
114.9598	115.1872
115.2098	115.5854
115.3936	115.9668
115.9882	116.6403
116.6741	117.1579
116.7363	117.3640
117.0797	117.5805
117.1541	117.8230
117.1898	118.2272
117.3958	118.5960
117.5564	118.8443
118.0378	119.1691
118.6245	119.4043
118.9231	119.6410
119.4181	119.8826
119.5207	120.0918
119.6031	120.5888
119.9503	120.8738
119.9934	121.1991
120.8208	121.7838
120.8892	122.2625
122.3546	124.6026
122.7738	125.0106
124.7893	125.3052
125.1573	125.5849
125.4369	126.0244
125.8656	126.3324
126.0956	126.5398
126.5891	126.8614
126.7535	127.1950
127.1416	127.4801
127.4277	127.7929
127.9088	128.1158
127.9456	128.6736
128.4379	129.3135
128.9113	129.9344
129.1426	130.7760
129.3531	130.9845
129.5690	131.2898
129.8383	131.6483
130.3930	131.8631
130.9960	132.1648
131.1189	132.4027
131.3168	132.7068
131.5373	132.9107
132.2298	133.1136
132.4056	133.3646
132.5868	133.6883
132.7617	133.9871
132.9489	134.3449
132.9911	134.5847
133.5127	134.8243
133.7806	135.3254
134.2420	135.5572
134.9466	135.7728
136.4750	136.6767
137.0317	137.3513
137.3745	137.6606
138.7605	139.5287
139.4612	139.8105
139.8852	140.1277
139.9458	140.3605
140.3985	140.6653
140.7844	140.9900
141.0439	141.2929
141.4358	141.6525
141.9743	142.3061
142.7892	143.7874
144.1137	144.3224
144.4976	144.7784
144.8013	145.1292
145.2862	145.6812
146.3048	146.5716
147.4084	147.6541
147.7601	147.9897
